ORGANIZATION_ID,LEGAL_ENTITY_COUNTRY_CODE,COUNT_TOTAL_CONTRACTS_ACTIVE,FIRST_PAYMENT_DATE,LAST_PAYMENT_DATE,CREATED_AT_UTC,ORGANIZATION_AGE_DAYS,DAYS_SINCE_LAST_PAYMENT,CONTRACT_PORTFOLIO_SIZE,ORGANIZATION_MATURITY
981220644689554246,7360698488401934039,1,2024-02-29,2024-02-29,2024-02-23 05:00:57.226,478,472,single_contract,mature
9089308860381256036,1785886735892434650,2,,,2024-02-23 04:31:03.211,478,,small_portfolio,mature
4855672040708753891,1785886735892434650,5,2024-02-22,2024-02-25,2024-02-23 03:22:34.420,478,476,small_portfolio,mature
3213463153969409271,1785886735892434650,1,,,2024-02-23 02:10:43.162,478,,single_contract,mature
4630697601089871080,1785886735892434650,1,2024-02-26,2024-02-26,2024-02-23 00:55:43.179,478,475,single_contract,mature
5263372735000562536,3838867955087354797,10,2024-02-24,2024-02-29,2024-02-23 00:32:17.824,478,472,medium_portfolio,mature
7037622545770902261,7564619116713768000,1,,,2024-02-22 23:54:54.704,479,,single_contract,mature
2206642159642931174,1785886735892434650,5,2024-02-28,2024-02-28,2024-02-22 23:21:26.177,479,473,small_portfolio,mature
2282414528089176959,7360698488401934039,1,2024-02-23,2024-02-23,2024-02-22 22:00:39.511,479,478,single_contract,mature
5543537122247541784,6934767355204630553,1,2024-02-27,2024-02-27,2024-02-22 21:16:11.720,479,474,single_contract,mature
832582183335880653,7836397955763020109,1,,,2024-02-22 21:10:27.418,479,,single_contract,mature
7638778844615716127,1785886735892434650,1,,,2024-02-22 20:56:25.711,479,,single_contract,mature
5229973612970291941,3838867955087354797,2,2024-02-26,2024-02-26,2024-02-22 20:40:32.636,479,475,small_portfolio,mature
6236239975338936557,1373797442370717164,1,2024-02-26,2024-02-26,2024-02-22 20:07:46.077,479,475,single_contract,mature
5867472283198113529,4775283782031482686,1,,,2024-02-22 18:41:18.059,479,,single_contract,mature
1877568061294015493,2912891528711707500,1,,,2024-02-22 17:56:03.575,479,,single_contract,mature
4330660667501177268,1785886735892434650,1,2024-02-26,2024-02-29,2024-02-22 09:26:44.858,479,472,single_contract,mature
7880917976203891137,7818713552222454015,1,,,2024-02-22 07:56:28.060,479,,single_contract,mature
1333514964760947669,1920435729544731100,1,2024-02-27,2024-02-27,2024-02-22 06:00:16.728,479,474,single_contract,mature
3184368439392217900,1785886735892434650,1,,,2024-02-22 05:25:31.339,479,,single_contract,mature
2927058973860809010,1785886735892434650,1,,,2024-02-22 04:59:16.312,479,,single_contract,mature
2236894520697316298,4662680920794162902,1,2024-02-22,2024-02-22,2024-02-22 03:47:11.297,479,479,single_contract,mature
3012632145459472138,4662680920794162902,2,,,2024-02-22 03:13:56.538,479,,small_portfolio,mature
4382326146205361977,3838867955087354797,2,,,2024-02-22 03:03:00.408,479,,small_portfolio,mature
8236447754820913827,8247619789285346046,3,,,2024-02-22 02:52:52.011,479,,small_portfolio,mature
7695292404444159957,1785886735892434650,1,2024-02-29,2024-02-29,2024-02-22 02:01:08.980,479,472,single_contract,mature
4258749317974807346,3076449776148006169,1,,,2024-02-22 00:09:14.365,479,,single_contract,mature
5355982977245081597,2912891528711707500,1,,,2024-02-21 23:54:42.741,480,,single_contract,mature
8157776195093631544,1785886735892434650,1,2024-02-28,2024-02-28,2024-02-21 23:04:38.092,480,473,single_contract,mature
922658678045870069,1785886735892434650,1,2024-02-21,2024-02-29,2024-02-21 22:45:20.930,480,472,single_contract,mature
1777680407397386144,4775283782031482686,1,,,2024-02-21 22:34:16.587,480,,single_contract,mature
3346678135644360926,1785886735892434650,1,2024-02-22,2024-02-25,2024-02-21 21:31:36.279,480,476,single_contract,mature
251711552843618435,9216713850316786644,1,2024-03-01,2024-03-01,2024-02-21 21:23:06.111,480,471,single_contract,mature
5164765751728808652,4303066926561519312,2,,,2024-02-21 21:10:08.161,480,,small_portfolio,mature
5553064214234253351,1916547494405770664,1,2024-02-21,2024-02-23,2024-02-21 20:49:30.699,480,478,single_contract,mature
2566874368528493617,4714508189404844389,1,,,2024-02-21 18:44:34.122,480,,single_contract,mature
1324253129729822206,3838867955087354797,1,2024-02-26,2024-02-26,2024-02-21 18:28:15.681,480,475,single_contract,mature
6685136834703103389,2912891528711707500,1,2024-02-21,2024-02-21,2024-02-21 17:36:54.837,480,480,single_contract,mature
4166580249344102222,4965702246054775539,1,,,2024-02-21 16:22:08.653,480,,single_contract,mature
9092964480187119133,8247619789285346046,3,,,2024-02-21 13:28:48.205,480,,small_portfolio,mature
2341258602673107482,1785886735892434650,1,2024-02-29,2024-02-29,2024-02-21 09:02:15.582,480,472,single_contract,mature
1086885084375810104,1785886735892434650,2,2024-02-26,2024-02-26,2024-02-21 05:06:41.996,480,475,small_portfolio,mature
5591138575997285214,1785886735892434650,1,2024-02-22,2024-02-22,2024-02-21 04:08:20.942,480,479,single_contract,mature
4474681518354146318,1785886735892434650,1,,,2024-02-21 02:50:47.813,480,,single_contract,mature
707709750560783605,1785886735892434650,1,2024-02-26,2024-02-26,2024-02-21 01:39:38.331,480,475,single_contract,mature
6244926096574485028,1785886735892434650,1,,,2024-02-21 01:07:58.361,480,,single_contract,mature
371755062450205655,1785886735892434650,10,2024-02-23,2024-02-26,2024-02-21 00:56:44.773,480,475,medium_portfolio,mature
5834493966535777758,7836397955763020109,2,,,2024-02-20 19:14:18.530,481,,small_portfolio,mature
4584610372368514273,8247619789285346046,1,,,2024-02-20 15:40:32.255,481,,single_contract,mature
717634813321862730,4662680920794162902,3,,,2024-02-20 15:35:10.472,481,,small_portfolio,mature
387630101747082508,1785886735892434650,1,,,2024-02-20 13:36:22.923,481,,single_contract,mature
4900624317513574755,1785886735892434650,1,,,2024-02-20 11:19:15.749,481,,single_contract,mature
7903501086159964816,1785886735892434650,1,,,2024-02-20 06:08:47.363,481,,single_contract,mature
2171896022278898136,1785886735892434650,1,2024-02-20,2024-02-20,2024-02-20 02:37:47.153,481,481,single_contract,mature
2867743974262221133,1785886735892434650,1,,,2024-02-20 02:16:02.532,481,,single_contract,mature
7232384145473628743,3654700706719393344,1,2024-02-27,2024-02-27,2024-02-20 00:25:00.004,481,474,single_contract,mature
8618060027184014235,1785886735892434650,1,,,2024-02-19 22:30:50.398,482,,single_contract,mature
4490771818143943082,1785886735892434650,1,2024-02-28,2024-02-28,2024-02-19 21:58:25.071,482,473,single_contract,mature
1588827818655223597,1785886735892434650,1,2024-02-21,2024-02-21,2024-02-19 21:32:46.750,482,480,single_contract,mature
30410399537294689,3838867955087354797,1,,,2024-02-19 20:29:18.581,482,,single_contract,mature
7620841915046656011,3838867955087354797,1,,,2024-02-19 20:10:08.738,482,,single_contract,mature
3589794792419571677,4775283782031482686,1,,,2024-02-19 19:57:26.999,482,,single_contract,mature
4209640120516325494,1106307474732314477,2,,,2024-02-19 15:24:06.442,482,,small_portfolio,mature
5775981695175963874,1785886735892434650,2,2024-02-22,2024-02-22,2024-02-19 08:14:09.638,482,479,small_portfolio,mature
2055295313347753961,1785886735892434650,1,2024-02-22,2024-02-24,2024-02-19 07:51:21.694,482,477,single_contract,mature
2501466787211084355,1785886735892434650,1,2024-02-21,2024-03-01,2024-02-18 23:57:20.881,483,471,single_contract,mature
2082839279789858537,712515454498722369,1,2024-02-28,2024-02-28,2024-02-18 23:55:54.476,483,473,single_contract,mature
3817986321787817841,1785886735892434650,2,2024-02-19,2024-02-19,2024-02-18 06:21:26.007,483,482,small_portfolio,mature
6869652136388608551,1785886735892434650,1,,,2024-02-18 05:23:17.541,483,,single_contract,mature
629460563645366170,8247619789285346046,1,,,2024-02-18 01:37:09.584,483,,single_contract,mature
5736807784863924157,3838867955087354797,1,,,2024-02-17 20:40:36.180,484,,single_contract,mature
6398702338705489410,3838867955087354797,2,,,2024-02-17 20:25:14.212,484,,small_portfolio,mature
4782330479245111879,2912891528711707500,6,,,2024-02-17 18:32:33.636,484,,medium_portfolio,mature
4282205064610976814,1785886735892434650,2,,,2024-02-17 08:42:46.626,484,,small_portfolio,mature
6932016740009268171,1785886735892434650,1,2024-02-28,2024-02-28,2024-02-17 06:29:14.841,484,473,single_contract,mature
2904089425171371622,1785886735892434650,1,,,2024-02-17 04:31:33.543,484,,single_contract,mature
3673457496861843731,2912891528711707500,1,2024-02-23,2024-02-23,2024-02-17 04:14:01.231,484,478,single_contract,mature
5914875304282400917,1752177596357223947,8,2024-02-29,2024-02-29,2024-02-17 02:33:54.438,484,472,medium_portfolio,mature
6133932058324524812,1785886735892434650,1,,,2024-02-17 02:30:18.053,484,,single_contract,mature
1401409976904379475,1785886735892434650,1,2024-02-16,2024-02-20,2024-02-17 02:02:44.440,484,481,single_contract,mature
271412251253336567,3838867955087354797,1,2024-02-19,2024-02-20,2024-02-17 00:52:04.681,484,481,single_contract,mature
8679144257256573423,1785886735892434650,1,,,2024-02-17 00:45:34.964,484,,single_contract,mature
3423378570138701487,1785886735892434650,2,2024-02-22,2024-02-22,2024-02-16 23:15:43.729,485,479,small_portfolio,mature
9059592157111102207,7360698488401934039,2,,,2024-02-16 23:13:03.183,485,,small_portfolio,mature
5790665246394709771,3198132098019524354,1,,,2024-02-16 22:36:17.853,485,,single_contract,mature
7993763272145917159,1785886735892434650,1,2024-02-19,2024-02-27,2024-02-16 21:34:33.456,485,474,single_contract,mature
8253933609014407164,3838867955087354797,4,,,2024-02-16 20:33:08.092,485,,small_portfolio,mature
1338689670058508309,3070971217699039741,2,,,2024-02-16 18:08:14.028,485,,small_portfolio,mature
4622276497982024282,1785886735892434650,7,2024-02-16,2024-02-28,2024-02-16 07:06:02.396,485,473,medium_portfolio,mature
4860503421502805122,1785886735892434650,1,2024-02-21,2024-02-21,2024-02-16 07:04:33.042,485,480,single_contract,mature
5365164837677040977,1785886735892434650,13,2024-02-22,2024-02-28,2024-02-16 05:18:48.527,485,473,medium_portfolio,mature
8355814097243303991,1785886735892434650,1,,,2024-02-16 04:59:52.153,485,,single_contract,mature
1142582218548814176,1785886735892434650,4,2024-02-21,2024-02-29,2024-02-16 04:49:48.662,485,472,small_portfolio,mature
7073294952934032178,1785886735892434650,46,,,2024-02-16 04:33:38.400,485,,large_portfolio,mature
2229829891289446223,1785886735892434650,1,2024-02-21,2024-02-28,2024-02-16 04:07:38.661,485,473,single_contract,mature
3515338848609207150,1785886735892434650,3,2024-02-20,2024-02-20,2024-02-16 03:07:50.415,485,481,small_portfolio,mature
3817813930632924698,7360698488401934039,1,,,2024-02-16 02:39:54.221,485,,single_contract,mature
5033671051252551276,4965702246054775539,1,2024-02-20,2024-02-20,2024-02-15 21:07:10.378,486,481,single_contract,mature
3945943556308485477,3838867955087354797,2,2024-02-22,2024-02-22,2024-02-15 17:07:05.638,486,479,small_portfolio,mature
5806181841898029405,7818713552222454015,2,,,2024-02-15 16:45:22.862,486,,small_portfolio,mature
3841929221380698556,3070971217699039741,1,,,2024-02-15 16:36:11.453,486,,single_contract,mature
4664418450998109065,1785886735892434650,1,,,2024-02-15 11:10:09.527,486,,single_contract,mature
4638020235243040242,7818713552222454015,1,,,2024-02-15 09:17:56.839,486,,single_contract,mature
3411565665497924491,658549972202165827,6,,,2024-02-15 07:51:35.913,486,,medium_portfolio,mature
1091189531960885197,1785886735892434650,1,2024-02-26,2024-02-26,2024-02-15 07:20:53.154,486,475,single_contract,mature
6637726795845863432,1785886735892434650,2,2024-02-21,2024-02-21,2024-02-15 06:22:24.839,486,480,small_portfolio,mature
4850854015574017035,1785886735892434650,3,2024-02-28,2024-02-29,2024-02-15 06:13:19.876,486,472,small_portfolio,mature
615994983649995068,1785886735892434650,7,2024-02-22,2024-02-27,2024-02-15 05:11:50.907,486,474,medium_portfolio,mature
1432734068519303410,3838867955087354797,1,2024-02-28,2024-02-28,2024-02-15 04:53:40.833,486,473,single_contract,mature
2940900262845908276,1685079929578246776,1,,,2024-02-15 04:32:03.384,486,,single_contract,mature
4055698764404878651,7005892784696658186,3,,,2024-02-15 00:29:36.964,486,,small_portfolio,mature
306318919843153963,3838867955087354797,1,,,2024-02-14 23:40:40.307,487,,single_contract,mature
702810763299412510,7360698488401934039,1,,,2024-02-14 21:59:19.570,487,,single_contract,mature
6802304864267040603,5908655952517629978,1,2024-03-01,2024-03-01,2024-02-14 21:53:41.447,487,471,single_contract,mature
1981501165177469778,3838867955087354797,1,,,2024-02-14 21:40:37.005,487,,single_contract,mature
467923971078391515,1916547494405770664,1,2024-02-24,2024-02-29,2024-02-14 19:14:46.964,487,472,single_contract,mature
5367086394168018850,1785886735892434650,4,2024-02-28,2024-02-28,2024-02-14 18:53:55.026,487,473,small_portfolio,mature
3527718324496830762,4965702246054775539,6,,,2024-02-14 14:36:47.076,487,,medium_portfolio,mature
7572038937077104745,1785886735892434650,1,,,2024-02-14 08:09:57.790,487,,single_contract,mature
1635934605752672484,7818713552222454015,1,2024-02-22,2024-02-22,2024-02-14 06:36:13.524,487,479,single_contract,mature
4332709228063852290,1785886735892434650,1,,,2024-02-14 06:16:50.402,487,,single_contract,mature
644512267941998390,1785886735892434650,1,2024-02-19,2024-02-22,2024-02-14 06:03:53.842,487,479,single_contract,mature
8512964952518615174,7360698488401934039,4,,,2024-02-14 05:05:33.929,487,,small_portfolio,mature
9009101481106357085,1785886735892434650,1,2024-02-26,2024-02-26,2024-02-14 04:48:16.298,487,475,single_contract,mature
2323463615125155725,3448923934200187768,1,,,2024-02-14 02:55:44.592,487,,single_contract,mature
5074656441258498503,1785886735892434650,1,,,2024-02-14 00:40:18.377,487,,single_contract,mature
8053295079794665799,1785886735892434650,1,2024-02-18,2024-02-18,2024-02-14 00:06:49.105,487,483,single_contract,mature
1563714151652879789,3654700706719393344,6,2024-02-13,2024-02-15,2024-02-13 22:46:02.064,488,486,medium_portfolio,mature
3966211945423864640,3838867955087354797,1,2024-02-27,2024-02-27,2024-02-13 21:52:04.552,488,474,single_contract,mature
6593262825905135197,5272340698214893911,1,2024-02-16,2024-02-16,2024-02-13 21:30:20.304,488,485,single_contract,mature
3746684651236844776,3838867955087354797,1,2024-02-27,2024-02-27,2024-02-13 21:26:50.617,488,474,single_contract,mature
492063785110242823,4714508189404844389,1,2024-02-22,2024-02-29,2024-02-13 20:28:49.652,488,472,single_contract,mature
4523745827357288290,3838867955087354797,4,,,2024-02-13 20:00:01.314,488,,small_portfolio,mature
505473374118736688,3838867955087354797,1,,,2024-02-13 19:31:54.749,488,,single_contract,mature
4931692323480694413,8247619789285346046,1,,,2024-02-13 18:36:18.063,488,,single_contract,mature
2754195355551711413,3838867955087354797,2,2024-02-19,2024-03-01,2024-02-13 18:00:04.042,488,471,small_portfolio,mature
6169348353711286461,4662680920794162902,2,,,2024-02-13 16:33:05.563,488,,small_portfolio,mature
8102041758848672117,9215732911288974810,1,2024-02-13,2024-02-13,2024-02-13 16:03:47.099,488,488,single_contract,mature
8141747789771505128,3838867955087354797,1,2024-02-19,2024-02-19,2024-02-13 12:50:05.366,488,482,single_contract,mature
2686339603676791825,1785886735892434650,1,,,2024-02-13 12:36:00.849,488,,single_contract,mature
8335741802032387636,1785886735892434650,4,2024-02-28,2024-02-28,2024-02-13 10:40:54.827,488,473,small_portfolio,mature
8766973405614099194,1785886735892434650,3,2024-02-16,2024-02-28,2024-02-13 09:29:06.823,488,473,small_portfolio,mature
201382946148633436,4965702246054775539,2,2024-02-13,2024-02-28,2024-02-13 08:49:53.411,488,473,small_portfolio,mature
3366248101353935012,1785886735892434650,1,2024-02-29,2024-02-29,2024-02-13 08:07:14.052,488,472,single_contract,mature
972081987343621282,3838867955087354797,4,,,2024-02-13 06:51:38.896,488,,small_portfolio,mature
3400032794176613224,1785886735892434650,1,2024-02-19,2024-02-19,2024-02-13 05:28:20.830,488,482,single_contract,mature
732969691170321252,7836397955763020109,2,,,2024-02-13 04:25:24.422,488,,small_portfolio,mature
5750326305435527722,1785886735892434650,1,,,2024-02-13 03:36:56.435,488,,single_contract,mature
3620571550994241140,4736769731255185114,1,2024-02-21,2024-02-21,2024-02-13 02:59:48.487,488,480,single_contract,mature
255228017324419243,1785886735892434650,1,,,2024-02-13 02:24:25.528,488,,single_contract,mature
3854670627769831992,7005892784696658186,1,,,2024-02-13 02:04:54.942,488,,single_contract,mature
3103751816127504066,4775283782031482686,1,,,2024-02-13 01:04:50.901,488,,single_contract,mature
4693177079302057610,1785886735892434650,1,2024-02-12,2024-02-26,2024-02-13 00:38:51.266,488,475,single_contract,mature
1412392927353918307,1785886735892434650,1,2024-02-12,2024-02-12,2024-02-13 00:32:34.347,488,489,single_contract,mature
2157920047889540877,1785886735892434650,1,2024-03-01,2024-03-01,2024-02-12 23:42:29.497,489,471,single_contract,mature
5717963399147164983,1785886735892434650,2,,,2024-02-12 23:28:18.428,489,,small_portfolio,mature
2894101206231839572,1785886735892434650,2,2024-02-26,2024-02-26,2024-02-12 23:12:48.517,489,475,small_portfolio,mature
8055101457130895734,1785886735892434650,1,,,2024-02-12 22:59:29.207,489,,single_contract,mature
3045830372745670886,1785886735892434650,1,,,2024-02-12 22:38:39.628,489,,single_contract,mature
9062553023675789266,1785886735892434650,1,2024-02-19,2024-02-19,2024-02-12 10:44:08.693,489,482,single_contract,mature
9148280648619904780,8801129865032507869,2,,,2024-02-12 07:24:02.327,489,,small_portfolio,mature
5244148583561860255,9215732911288974810,1,,,2024-02-12 07:09:02.496,489,,single_contract,mature
4186729653282732577,7818713552222454015,8,2024-02-15,2024-02-29,2024-02-12 05:48:07.659,489,472,medium_portfolio,mature
3933450100182192862,6351461987017846182,1,,,2024-02-12 05:13:49.914,489,,single_contract,mature
1737918759586065494,1785886735892434650,1,,,2024-02-12 04:11:41.631,489,,single_contract,mature
6331142528283895263,7360698488401934039,7,2024-02-14,2024-02-21,2024-02-12 01:35:58.035,489,480,medium_portfolio,mature
3571232913127434114,7564619116713768000,1,,,2024-02-11 12:21:12.553,490,,single_contract,mature
4576661591552867948,1785886735892434650,1,2024-02-23,2024-03-01,2024-02-11 05:56:20.620,490,471,single_contract,mature
1726133479567098392,1785886735892434650,1,2024-02-11,2024-02-11,2024-02-11 05:18:24.036,490,490,single_contract,mature
5705876329656630642,1785886735892434650,3,2024-02-15,2024-02-15,2024-02-11 03:47:38.239,490,486,small_portfolio,mature
2564222904005663786,5382701341253841536,3,2024-02-23,2024-02-28,2024-02-11 03:22:43.388,490,473,small_portfolio,mature
8682196108453245638,1785886735892434650,1,2024-02-16,2024-02-16,2024-02-10 22:52:17.234,491,485,single_contract,mature
4822723537725902869,8247619789285346046,1,,,2024-02-10 16:15:06.074,491,,single_contract,mature
3381118744585501115,1916547494405770664,34,,,2024-02-10 14:54:39.759,491,,large_portfolio,mature
2051853593907150850,1785886735892434650,4,2024-02-17,2024-02-26,2024-02-10 12:31:31.969,491,475,small_portfolio,mature
5418108047640904315,1593885518572282485,1,2024-02-28,2024-02-28,2024-02-10 11:31:50.427,491,473,single_contract,mature
1850436210217130740,1785886735892434650,1,,,2024-02-10 05:04:41.369,491,,single_contract,mature
1443128308595973199,1785886735892434650,2,2024-02-20,2024-02-20,2024-02-10 03:57:24.316,491,481,small_portfolio,mature
663661911253496641,1785886735892434650,1,2024-02-21,2024-02-21,2024-02-10 03:15:30.366,491,480,single_contract,mature
1690554977611260692,1785886735892434650,1,,,2024-02-10 00:59:55.100,491,,single_contract,mature
7741540035750472523,1785886735892434650,1,2024-02-27,2024-02-27,2024-02-10 00:04:54.308,491,474,single_contract,mature
5179343548379789133,3838867955087354797,1,,,2024-02-09 23:46:01.340,492,,single_contract,mature
2702084592349943712,7836397955763020109,1,2024-02-09,2024-02-09,2024-02-09 23:12:12.216,492,492,single_contract,mature
859429301257387194,1785886735892434650,1,2024-02-12,2024-02-14,2024-02-09 22:55:43.798,492,487,single_contract,mature
1471459901584221400,1785886735892434650,1,,,2024-02-09 21:44:20.023,492,,single_contract,mature
8252136588928166690,3838867955087354797,2,,,2024-02-09 20:59:27.130,492,,small_portfolio,mature
588540095294500330,1785886735892434650,1,2024-02-09,2024-02-09,2024-02-09 11:48:48.570,492,492,single_contract,mature
7852339286957349920,1785886735892434650,1,2024-02-09,2024-02-09,2024-02-09 10:34:49.551,492,492,single_contract,mature
9123047075939088200,1785886735892434650,1,2024-02-15,2024-02-15,2024-02-09 06:21:08.399,492,486,single_contract,mature
