INVOICE_ID,PARENT_INVOICE_ID,TRANSACTION_ID,ORGANIZATION_ID,TYPE,STATUS,CURRENCY,PAYMENT_CURRENCY,PAYMENT_METHOD,AMOUNT,PAYMENT_AMOUNT,FX_RATE,FX_RATE_PAYMENT,CREATED_AT
-3702881786527155016,8216222524888083036,-3299938743992247060,-1673086475619000151,2402133654813207043,paid,USD,USD,bank_transfer,58875.29,58875.29,1.00000000,1.00000000,2023-09-21T03:34:18.594Z
3198306734145580879,8817975702393619368,8817975702393619368,-1077639566264376689,2402133654813207043,skipped,USD,USD,,43882.96,,1.00000000,1.00000000,2022-09-01T00:25:37.987Z
-8231479349191171417,-8117024126010936479,4068654858533562917,7811553836226618899,2402133654813207043,paid,EUR,EUR,bank_transfer,84440.55,84440.55,0.92687329,0.92687329,2024-04-03T13:49:26.751Z
-1350367323310958720,7311463415703089364,-4525746460779130279,-1409168500821025572,2402133654813207043,paid,USD,USD,stripe_ach,59018.73,59018.73,1.00000000,1.00000000,2022-05-04T14:10:45.376Z
-3956893589350969014,-2489161209826886602,-9049540299986680710,-121960212179731640,2402133654813207043,paid,EUR,USD,stripe_ach,28334.62,28334.62,0.94708965,1.00000000,2023-10-25T12:24:50.215Z
-6939868516282986652,8817975702393619368,8817975702393619368,-1077639566264376689,2402133654813207043,open,USD,USD,,47713.38,,1.00000000,1.00000000,2023-06-01T00:42:20.911Z
223969202939506625,8817975702393619368,8817975702393619368,-1753707530925370922,2402133654813207043,credited,USD,,,4775.32,,1.00000000,,2024-01-30T17:01:27.018Z
5182646315921133344,8817975702393619368,8817975702393619368,-6962358178554502274,2402133654813207043,cancelled,USD,USD,,35941.37,,1.00000000,1.00000000,2023-02-01T00:16:02.236Z
8308269209832374418,-659175797585011794,-1197170441839608775,5342550039293657593,2402133654813207043,paid,USD,USD,stripe_ach,25683.97,25683.97,1.00000000,1.00000000,2021-06-22T14:57:44.388Z
-879283868415391539,8630900919897767831,8127534630909285437,-55557296174311687,2402133654813207043,paid,MYR,EUR,transferwise,42991.82,42991.82,4.71493700,1.00108500,2022-09-27T16:00:22.035Z
4718863990692975963,6187555676448674641,-7904088621746235246,-6122567832322010899,2402133654813207043,paid,USD,USD,stripe_ach,30557.03,30557.03,1.00000000,1.00000000,2020-12-16T18:13:29.500Z
-6904842297993611864,-4506111471554737020,7281979843706116043,-7670564566006028084,418541630571092855,paid,PHP,USD,stripe_ach,38638.01,38638.01,50.85749700,1.00000000,2021-10-12T21:18:20.515Z
3118035738964202076,4429390734819547250,-3240638282560575246,-3171650239266250087,2402133654813207043,paid,USD,USD,stripe_ach,50807.11,50807.11,1.00000000,1.00000000,2024-02-29T22:36:41.171Z
5442337320539682252,4908474915962142425,-7283850765160136656,-7308639823095472372,2402133654813207043,paid,USD,USD,stripe_ach,31213.96,31213.96,1.00000000,1.00000000,2021-09-23T22:35:44.268Z
-6645943700018448381,-5241843177094968561,6138423665686809311,3876001304135466915,2402133654813207043,paid,USD,USD,brex,27259.85,27259.85,1.00000000,1.00000000,2023-01-01T01:10:18.678Z
1172752040169740333,8817975702393619368,8817975702393619368,-8710246400725190974,2402133654813207043,open,USD,USD,,64827.72,,1.00000000,1.00000000,2023-05-08T17:50:29.536Z
-1036950504746719478,8712475684097270865,-4329712191574195790,3681732431180684867,2402133654813207043,paid,USD,USD,stripe_ach,16792.80,16792.8,1.00000000,1.00000000,2023-08-16T17:19:36.938Z
436672355692793770,8564621950297403623,-45305576198982662,-3842425745334666348,2402133654813207043,paid,USD,CAD,go_cardless,660.16,660.16,1.00000000,1.29459000,2022-05-14T16:30:16.115Z
-8484712558350821524,8817975702393619368,8817975702393619368,-6335456703285298636,2402133654813207043,open,USD,,,12424.63,,1.00000000,,2024-01-01T01:37:31.910Z
5970243805739013382,-7887983715562659855,5252072534210273537,3428562019847473648,2402133654813207043,paid,USD,USD,bank_transfer,2601.05,2601.05,1.00000000,1.00000000,2024-04-15T17:37:46.636Z
3151599888156915330,-5221315537866326529,1494758914338242676,1827633891636204621,2402133654813207043,paid,USD,USD,stripe_ach,29001.24,29001.24,1.00000000,1.00000000,2022-12-01T00:19:37.812Z
5377200229426334967,8817975702393619368,8817975702393619368,2257338598908469324,2402133654813207043,pending,USD,,,18298.41,,1.00000000,,2024-04-01T05:00:28.715Z
2154470564407820384,8817975702393619368,8817975702393619368,8110512004725745625,2402133654813207043,open,USD,,,83427.46,,1.00000000,,2024-04-01T04:30:26.670Z
-5536300674202755044,-6325505501183230485,1553496524637969065,-9206400374529542335,2402133654813207043,paid,USD,USD,stripe_ach,77247.91,77247.91,1.00000000,1.00000000,2022-02-26T23:07:08.614Z
-239942908781236235,153791648015487942,5483018265731031629,-2040577209340755852,2402133654813207043,paid,USD,USD,stripe_ach,62260.66,62260.66,1.00000000,1.00000000,2024-02-26T20:42:03.416Z
7214155221298557601,8817975702393619368,8817975702393619368,-3243234125832024035,2402133654813207043,pending,USD,USD,,70379.32,,1.00000000,1.00000000,2023-04-17T14:50:37.954Z
198044105252442656,8236142472869041624,8448208654591689008,7230500551821674985,2402133654813207043,paid,USD,USD,stripe_ach,27341.18,27341.18,1.00000000,1.00000000,2020-10-26T04:02:39.917Z
3032402315722609859,7559590818761206517,4315727036938035661,-4023258960177509093,2402133654813207043,paid,USD,USD,stripe_ach,43400.10,43400.1,1.00000000,1.00000000,2021-12-09T09:31:57.504Z
1255978100771130026,8817975702393619368,1177880966117897410,8596135662959563437,2402133654813207043,paid,USD,USD,bank_transfer,45030.15,45030.15,1.00000000,1.00000000,2023-01-11T05:57:57.131Z
5046318940047604701,8817975702393619368,454838470077755394,-9211267408237786250,2402133654813207043,paid,USD,USD,bank_transfer,23199.68,23199.68,1.00000000,1.00000000,2023-08-17T21:17:38.753Z
8877319445981861611,8817975702393619368,8817975702393619368,-1412182628972848052,2402133654813207043,open,USD,,,74328.13,,1.00000000,,2023-12-01T01:38:06.227Z
-5801286731814051680,698348993698994384,-5088096386616100396,1959783944040601815,2402133654813207043,paid,USD,USD,bank_transfer,12418.09,12418.09,1.00000000,1.00000000,2023-04-17T13:52:22.531Z
3013987627482397989,-8694079192845166321,-654477496979691857,6776687836435098759,418541630571092855,paid,EUR,EUR,bank_transfer,74677.12,74677.12,0.96392500,0.96392500,2022-11-28T17:32:13.811Z
-1294089629986693110,6988070470187629656,-2034220201520644003,-6429746369630536968,2402133654813207043,paid,USD,USD,stripe_ach,53459.59,53459.59,1.00000000,1.00000000,2023-02-16T15:57:43.577Z
-1042648819996971076,8817975702393619368,6674135158073302357,3950266833563155965,2402133654813207043,paid,USD,USD,bank_transfer,5361.99,5361.99,1.00000000,1.00000000,2023-08-20T12:23:45.604Z
-4821102046197179513,6080010211854731386,4445745439736995157,-1562950389789649856,2402133654813207043,paid,USD,USD,stripe_ach,33158.42,33158.42,1.00000000,1.00000000,2021-10-29T20:59:26.786Z
-5071913297359677118,8817975702393619368,8817975702393619368,-6571443956100628469,2402133654813207043,skipped,USD,USD,,48468.08,,1.00000000,1.00000000,2022-07-01T00:33:31.390Z
5911231178019852797,8817975702393619368,8817975702393619368,-1077639566264376689,2402133654813207043,open,USD,USD,,47804.24,,1.00000000,1.00000000,2023-09-01T00:51:22.358Z
3499793868026477177,371502556688677079,-4157582047521106480,-6528282109095473839,2402133654813207043,paid,USD,GBP,stripe_card,64756.89,64756.89,1.00000000,0.73050000,2022-01-12T16:08:28.778Z
564627677701676362,-6663040179964361050,-9205122984842915024,-9132917910713218569,2402133654813207043,paid,USD,USD,stripe_ach,83440.74,83440.74,1.00000000,1.00000000,2023-08-10T22:24:55.332Z
-2759542069803765601,-1713413568544979564,41677643537994554,6831513945642712413,2402133654813207043,paid,INR,NZD,bank_transfer,72480.47,72480.47,82.79501300,1.57764500,2022-12-17T01:53:13.888Z
639545080992623277,8817975702393619368,8817975702393619368,-1077639566264376689,2402133654813207043,open,USD,USD,,89978.13,,1.00000000,1.00000000,2023-05-30T05:04:25.921Z
5360631833848067872,-2199495085805564541,-8710372960339999425,-1786751282420046384,2402133654813207043,paid,USD,USD,stripe_ach,48936.67,48936.67,1.00000000,1.00000000,2021-12-23T22:00:16.683Z
1784307042104600509,8817975702393619368,8817975702393619368,2772452163341439167,2402133654813207043,open,USD,,,40708.04,,1.00000000,,2023-11-01T01:07:42.778Z
-6681450206950739000,8817975702393619368,8817975702393619368,-801608930739593469,2402133654813207043,open,USD,USD,,44.92,,1.00000000,1.00000000,2023-05-08T17:39:25.731Z
-4540404477919956310,8817975702393619368,8817975702393619368,-8152717313194988225,2402133654813207043,cancelled,USD,USD,,77099.86,,1.00000000,1.00000000,2023-09-01T01:30:21.676Z
6436490369184050400,-303762739299709093,-1357285624013803387,-2591506002073928368,2402133654813207043,paid,USD,USD,bank_transfer,41701.77,41701.77,1.00000000,1.00000000,2023-07-10T08:22:13.499Z
6896508377608026179,2692050180603964838,-8129840424835302234,-6338354540183441607,2402133654813207043,paid,BGN,EUR,bank_transfer,13211.64,13211.64,1.80025847,0.92024343,2024-01-24T11:58:15.674Z
8043989330734221536,8817975702393619368,9076835704410774500,2920940832389225005,2402133654813207043,paid,USD,USD,stripe_ach,89143.38,89143.38,1.00000000,1.00000000,2022-12-07T09:52:09.014Z
-7863301335224630059,6294491637246113830,-1006192098883067242,-8225693275635082512,2402133654813207043,paid,USD,USD,stripe_ach,34657.77,34657.77,1.00000000,1.00000000,2023-03-28T19:33:51.022Z
-4393046359100621078,-3268119797962983944,-3886805921263996326,5023456905000499923,2402133654813207043,paid,USD,USD,mercury_wire,23917.22,23917.22,1.00000000,1.00000000,2024-04-12T00:07:09.571Z
-7941631896636969000,3813689257921696023,482622018469080771,-8053413514975697872,2402133654813207043,paid,PHP,USD,stripe_ach,21632.18,21632.18,56.74174264,1.00000000,2023-10-16T15:46:12.741Z
6253532863025109284,-6990328648020719394,-459939298119104616,6750856403935208594,2402133654813207043,paid,PHP,USD,stripe_ach,72645.52,72645.52,55.51705675,1.00000000,2023-11-25T09:32:10.003Z
4958563453431489904,-7080075890790236319,4748263131174511115,-1077639566264376689,2402133654813207043,paid,USD,USD,stripe_ach,87144.01,87144.01,1.00000000,1.00000000,2023-03-24T19:29:44.155Z
8533705899592464413,652289043321852816,-3961377365684429668,-5349928518430882351,2402133654813207043,paid,USD,USD,bank_transfer,11251.37,11251.37,1.00000000,1.00000000,2023-12-01T00:25:27.982Z
2829358185481620732,-4977415687747603241,133068390590835309,-602982170869177842,2402133654813207043,paid,USD,USD,stripe_ach,83163.26,83163.26,1.00000000,1.00000000,2022-04-01T00:10:55.790Z
136331990417062240,8534459462915596283,-2242895129947226791,-5035907272445653536,2402133654813207043,paid,USD,USD,stripe_ach,15935.64,15935.64,1.00000000,1.00000000,2024-03-01T03:03:52.170Z
-4270154893680017483,5987933150209101903,675397652915850764,6241265234720193783,2402133654813207043,paid,USD,USD,stripe_ach,33606.53,33606.53,1.00000000,1.00000000,2023-03-01T01:21:29.467Z
6577722153490351466,8817975702393619368,8817975702393619368,98902285910775181,2402133654813207043,open,USD,,,50913.28,,1.00000000,,2024-03-01T04:59:59.606Z
4802769283056276739,-5043430101032629282,3550306740966869760,-1077639566264376689,2402133654813207043,paid,USD,USD,stripe_ach,68362.40,68362.4,1.00000000,1.00000000,2023-03-01T01:50:20.843Z
7911148215765560824,349576502854702938,-7074235643815466406,-6424415981471802865,2402133654813207043,paid,USD,USD,transferwise,7425.36,7425.36,1.00000000,1.00000000,2023-10-01T01:01:23.273Z
5663371497125622775,5949370918664761458,-470478241304425315,9188204926175172424,418541630571092855,paid,EUR,EUR,stripe_sepa_debit,70000.58,70000.58,0.92437642,0.92437642,2024-03-01T08:26:04.272Z
1727463823595843405,8817975702393619368,8817975702393619368,-1321183745966899197,2402133654813207043,skipped,USD,USD,,36321.73,,1.00000000,1.00000000,2021-11-15T10:33:36.255Z
-9217739671614931028,-1387369183985986005,-4566356421947423508,3156813977672543102,2402133654813207043,paid,USD,USD,stripe_ach,61795.77,61795.77,1.00000000,1.00000000,2022-11-17T17:17:44.272Z
7020352632040891679,4533073630996985999,9170517553373707460,2501335416897551978,2402133654813207043,paid,USD,USD,stripe_ach,55080.60,55080.6,1.00000000,1.00000000,2021-12-30T00:27:46.935Z
-2292763792889418997,8817975702393619368,2447631132673266633,6124778902779280584,2402133654813207043,paid,USD,USD,bank_transfer,39773.73,39773.73,1.00000000,1.00000000,2024-01-26T06:57:11.347Z
-4837014135125978393,-7107678912302072215,7531180555590369611,-9162012160430599742,2402133654813207043,paid,USD,USD,stripe_ach,65944.88,65944.88,1.00000000,1.00000000,2023-03-01T00:30:53.468Z
-5686362944359731894,-2127321453982844448,1956490205390692813,-2733336366202553855,2402133654813207043,paid,USD,USD,bank_transfer,39643.79,39643.79,1.00000000,1.00000000,2023-12-01T01:32:54.245Z
-3412662265649058232,4032594162587694965,-5362084310400435475,3310712442586502626,2402133654813207043,paid,USD,EUR,bank_transfer,62827.46,62827.46,1.00000000,0.91967126,2023-06-01T01:07:20.126Z
-6351632006189764449,8817975702393619368,8817975702393619368,7729427294970059234,2402133654813207043,open,USD,,,27911.08,,1.00000000,,2024-03-01T04:35:54.586Z
-4609200786403396360,8534459462915596283,-2242895129947226791,-5035907272445653536,2402133654813207043,paid,USD,USD,stripe_ach,42072.04,42072.04,1.00000000,1.00000000,2024-03-01T03:02:37.890Z
6443739053535319428,-3821833864253451601,-3102412396533621987,3681732431180684867,2402133654813207043,paid,USD,USD,stripe_ach,48583.99,48583.99,1.00000000,1.00000000,2023-03-01T01:43:53.743Z
1300051506330990358,8315156170553548902,-7404506923946165759,6756163067136120429,2402133654813207043,paid,EUR,EUR,bank_transfer,78714.58,78714.58,0.94716000,0.94716000,2023-01-05T12:23:35.667Z
-607858584093207477,8817975702393619368,8817975702393619368,-1077639566264376689,2402133654813207043,open,USD,USD,,52544.24,,1.00000000,1.00000000,2023-07-06T12:21:46.686Z
3812969096065020509,8817975702393619368,8817975702393619368,6332491591450945941,2402133654813207043,open,USD,USD,,66188.53,,1.00000000,1.00000000,2023-07-04T07:40:12.876Z
-5328424723035735516,560956944104501555,7799869032338989319,-2215856305569673852,2402133654813207043,paid,USD,USD,bank_transfer,23226.65,23226.65,1.00000000,1.00000000,2023-01-01T01:00:03.442Z
2850217516697184494,-6501517738994056893,2587632768204443555,9140094330112318684,2402133654813207043,paid,USD,USD,stripe_ach,33631.31,33631.31,1.00000000,1.00000000,2024-01-01T00:40:02.074Z
-4287452140961683716,6093568653807100305,3612564415546253220,253553849697324216,2402133654813207043,paid,USD,USD,bank_transfer,15428.45,15428.45,1.00000000,1.00000000,2023-09-22T20:28:06.541Z
-5304940814567981244,564751210624464904,-1053924651766070116,-1077639566264376689,2402133654813207043,paid,USD,USD,stripe_ach,78617.14,78617.14,1.00000000,1.00000000,2023-05-08T17:11:40.967Z
-1753105818020157104,-197136189544316563,-964094630895043203,5195926327427836664,2402133654813207043,paid,USD,USD,stripe_ach,70885.67,70885.67,1.00000000,1.00000000,2024-02-11T00:24:39.405Z
-266190137982406613,3173013388712712373,-8534456829867552441,6709203684587627239,2402133654813207043,paid,INR,USD,bank_transfer,79959.38,79959.38,81.73316333,1.00000000,2023-04-20T10:42:31.918Z
8571548332339583746,3021418821569052755,4165756279916207752,-3118587009150639571,2402133654813207043,paid,USD,USD,stripe_ach,13847.02,13847.02,1.00000000,1.00000000,2023-08-14T00:40:44.471Z
-8686445297994009832,-1235103523372598034,2780196650114929327,-8843705683589059393,2402133654813207043,paid,USD,USD,bank_transfer,75906.06,75906.06,1.00000000,1.00000000,2023-12-01T10:49:23.290Z
-7822908128689947099,8817975702393619368,8817975702393619368,8750211677433758201,2402133654813207043,skipped,USD,USD,,37343.67,,1.00000000,1.00000000,2022-12-01T00:15:15.642Z
9188373373701103456,-4439584488397652799,5083032760363056447,8263060142382791248,2402133654813207043,paid,USD,USD,stripe_ach,87289.43,87289.43,1.00000000,1.00000000,2022-06-29T23:30:28.594Z
2498572424131678479,-534754548911892350,-5148740749764820612,-1077639566264376689,2402133654813207043,paid,USD,USD,stripe_ach,54490.83,54490.83,1.00000000,1.00000000,2023-04-04T18:42:54.819Z
4653881236232374734,867124034987569048,7670750977561846523,7253276019494961735,2402133654813207043,paid,USD,USD,stripe_ach,50511.19,50511.19,1.00000000,1.00000000,2022-02-17T00:09:17.766Z
5699231536573609842,8817975702393619368,8817975702393619368,6520371756496122258,2402133654813207043,cancelled,USD,USD,,881.95,,1.00000000,1.00000000,2021-06-10T06:19:53.183Z
5220441422253495197,3298972799415978766,6965239832250245029,-533316642937642826,2402133654813207043,paid,EUR,EUR,stripe_sepa_debit,81348.93,81348.93,0.94169900,0.94169900,2022-12-15T10:24:24.649Z
-1554938700904907112,-8861274923337636863,-2951375997831513242,-6181768458297412173,2402133654813207043,paid,USD,USD,bank_transfer,29352.95,29352.95,1.00000000,1.00000000,2022-06-01T00:10:10.011Z
-3680726572691703465,-2663946794596582162,-3625069407104517548,1315364458543909060,2402133654813207043,paid,USD,USD,stripe_ach,73677.89,73677.89,1.00000000,1.00000000,2022-09-21T14:36:10.925Z
-7178178443088579804,-3714066950611480400,739661729913299752,-7340754669617377088,2402133654813207043,paid,USD,USD,bank_transfer,41066.09,41066.09,1.00000000,1.00000000,2022-05-31T05:00:28.655Z
2321509600427906252,6778190721400407965,4809018503914414304,-5561943939962682734,2402133654813207043,paid,USD,USD,bank_transfer,13566.16,13566.16,1.00000000,1.00000000,2023-06-01T02:04:11.578Z
